step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,TimeLimit.truncated,episode,terminal_observation
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,,,
5.0,0,0.0,0.0,12.52065771189421,0,0.0,0.8915327218054626,0,0.0,False,,
10.0,0,0.0,0.0,12.897492652345688,0,0.0,0.915347113684665,0,0.0,False,,
15.0,7,11.0,0.6111111111111112,6.397772913155271,7,11.0,0.3916126947310149,7,11.0,False,,
20.0,9,54.0,3.176470588235294,5.527100733033544,9,54.0,0.3501508478670458,9,54.0,False,,
25.0,9,99.0,4.304347826086956,5.592074098565755,9,99.0,0.3266469999343845,9,99.0,False,,
30.0,13,158.0,7.523809523809524,4.442915605539572,13,158.0,0.2667379200587097,13,158.0,False,,
35.0,15,227.0,9.458333333333334,3.414469504874488,15,227.0,0.2021831207684934,15,227.0,False,,
40.0,17,310.0,10.689655172413794,5.058250349608463,17,310.0,0.3208957144051895,17,310.0,False,,
45.0,20,403.0,12.212121212121213,4.95902666840762,20,403.0,0.28060449066392174,20,403.0,False,,
50.0,17,331.0,10.030303030303031,2.4520402900030867,17,432.0,0.12372719915980014,17,432.0,False,,
55.0,14,284.0,7.888888888888889,4.996876500588046,14,413.0,0.25286237722441535,14,413.0,False,,
60.0,6,127.0,3.5277777777777777,4.788913029620388,6,351.0,0.19251147421049633,6,351.0,False,,
65.0,12,151.0,3.871794871794872,5.769510855370281,12,290.0,0.2644679331597399,12,290.0,False,,
70.0,12,175.0,5.0,4.598281866777949,12,287.0,0.148379372703402,12,287.0,False,,
75.0,9,182.0,4.333333333333333,6.82465142305741,9,258.0,0.3851004091557689,9,258.0,False,,
80.0,4,136.0,3.4871794871794872,6.933286706627773,4,231.0,0.40016668780328896,4,231.0,False,,
85.0,11,178.0,4.341463414634147,5.744211840766724,11,248.0,0.2881872076025519,11,248.0,False,,
90.0,16,211.0,5.552631578947368,4.132968241143994,16,283.0,0.15213138920962666,16,283.0,False,,
95.0,12,229.0,5.871794871794871,5.653041422719492,12,288.0,0.2381394313576445,12,288.0,False,,
100.0,10,263.0,7.108108108108108,6.924925818805642,10,304.0,0.28916634764059507,10,304.0,False,,
105.0,10,302.0,8.38888888888889,6.916688427908466,10,332.0,0.3720164886007442,10,332.0,False,,
110.0,14,362.0,9.783783783783784,6.193485112627363,14,392.0,0.3289200973741087,14,392.0,False,,
115.0,15,401.0,11.13888888888889,5.116423444417439,15,448.0,0.27554394819866873,15,448.0,False,,
120.0,11,428.0,12.228571428571428,4.866934244064354,11,471.0,0.2283754106714334,11,471.0,False,,
125.0,15,492.0,12.615384615384615,6.741679211277954,15,501.0,0.26704869903262934,15,501.0,False,,
130.0,15,567.0,16.2,7.2568003969746835,15,569.0,0.3036355633566939,15,569.0,False,,
135.0,12,590.0,15.945945945945946,6.077956366979467,12,605.0,0.2507392271592662,12,605.0,False,,
140.0,17,667.0,21.516129032258064,4.888998129993755,17,667.0,0.22469626376735596,17,667.0,False,,
145.0,13,714.0,21.0,5.381204505646468,13,732.0,0.2847757892227268,13,732.0,False,,
