step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,TimeLimit.truncated,episode,terminal_observation
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,,,
5.0,0,0.0,0.0,11.878350013357228,0,0.0,0.8549199433962684,0,0.0,False,,
10.0,0,0.0,0.0,12.824102635957315,0,0.0,0.9199288956994759,0,0.0,False,,
15.0,4,8.0,0.4444444444444444,7.251884535235732,4,8.0,0.4181534358352646,4,8.0,False,,
20.0,8,45.0,2.5,6.870905379155302,8,45.0,0.3937783955568436,8,45.0,False,,
25.0,9,86.0,4.3,6.096359415062891,9,86.0,0.4339364359627923,9,86.0,False,,
30.0,10,136.0,6.8,6.246593821090029,10,136.0,0.3499912607963856,10,136.0,False,,
35.0,7,122.0,5.083333333333333,5.97581715870552,7,139.0,0.3208583477440923,7,139.0,False,,
40.0,10,166.0,6.148148148148148,7.6919884236456815,10,166.0,0.4491650308423223,10,166.0,False,,
45.0,10,154.0,5.133333333333334,6.91096630266343,10,154.0,0.39547893553684493,10,154.0,False,,
50.0,14,217.0,8.037037037037036,4.413730721194661,14,217.0,0.2664231187409231,14,217.0,False,,
55.0,13,207.0,6.9,4.06701766836449,13,259.0,0.23046659004176845,13,259.0,False,,
60.0,10,236.0,8.428571428571429,5.350075657759116,10,250.0,0.24946937230046617,10,250.0,False,,
65.0,9,67.0,1.9705882352941178,6.192588030703979,9,205.0,0.2968033366113433,9,205.0,False,,
70.0,13,90.0,3.0,6.337360328972434,13,132.0,0.2789392527878117,13,132.0,False,,
75.0,14,109.0,2.7948717948717947,6.353657062379784,14,172.0,0.369854042210983,14,172.0,False,,
80.0,8,126.0,3.6,8.05356087101879,8,173.0,0.48608364370645724,8,173.0,False,,
85.0,10,143.0,3.763157894736842,6.290321737624713,10,162.0,0.3565658518990054,10,162.0,False,,
90.0,16,211.0,6.205882352941177,5.564349458022148,16,230.0,0.22579644227097603,16,230.0,False,,
95.0,15,253.0,7.228571428571429,4.260457197984176,15,288.0,0.17250314641641568,15,288.0,False,,
100.0,12,295.0,9.21875,5.690852486609479,12,315.0,0.2950777704717566,12,315.0,False,,
105.0,14,327.0,9.342857142857143,5.029979471607575,14,347.0,0.22860522484062265,14,347.0,False,,
110.0,20,413.0,11.162162162162161,4.806039643231477,20,433.0,0.27694099305797726,20,433.0,False,,
115.0,19,459.0,12.405405405405405,3.8770889175509935,19,504.0,0.2414002401539326,19,504.0,False,,
