step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,TimeLimit.truncated,episode,terminal_observation
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,,,
5.0,0,0.0,0.0,12.345664497630915,0,0.0,0.9077844342634012,0,0.0,False,,
10.0,0,0.0,0.0,12.138585288927985,0,0.0,0.8988600811120303,0,0.0,False,,
15.0,2,2.0,0.1111111111111111,6.1967331879895005,2,2.0,0.41374618922005496,2,2.0,False,,
20.0,8,35.0,1.9444444444444444,7.064974637768371,8,35.0,0.37394650500622667,8,35.0,False,,
25.0,4,35.0,1.5217391304347827,6.244561987834701,4,49.0,0.36396562469464494,4,49.0,False,,
30.0,6,63.0,3.15,8.035812619073914,6,63.0,0.4290987858071916,6,63.0,False,,
35.0,4,41.0,1.7083333333333333,7.065742367230135,4,55.0,0.3241584347516225,4,55.0,False,,
40.0,8,74.0,2.8461538461538463,8.252702468347985,8,74.0,0.44954370334893423,8,74.0,False,,
45.0,10,118.0,4.214285714285714,7.245239099735885,10,118.0,0.3989466766563826,10,118.0,False,,
50.0,14,179.0,6.884615384615385,5.762121796654485,14,179.0,0.2636593395082543,14,179.0,False,,
55.0,10,136.0,4.857142857142857,5.277955744210673,10,203.0,0.2707592938629645,10,203.0,False,,
60.0,4,110.0,4.4,6.802508997125608,4,168.0,0.318703728135502,4,168.0,False,,
65.0,6,135.0,4.655172413793103,9.185462345256115,6,141.0,0.4721245085542567,6,141.0,False,,
70.0,4,109.0,4.1923076923076925,7.598110798078228,4,126.0,0.34509598681232845,4,126.0,False,,
75.0,9,147.0,4.59375,8.120787418341646,9,153.0,0.4684051992711684,9,153.0,False,,
80.0,10,74.0,2.466666666666667,8.48541766642802,10,80.0,0.5084500814991807,10,80.0,False,,
85.0,12,128.0,4.0,5.728990031209211,12,134.0,0.30964722986610965,12,134.0,False,,
90.0,14,102.0,3.4,4.250649969383457,14,172.0,0.21913594543860437,14,172.0,False,,
95.0,6,54.0,1.6875,6.421280270024796,6,115.0,0.2987183103383812,6,115.0,False,,
100.0,8,88.0,2.75,8.457006104354521,8,104.0,0.37454598933797933,8,104.0,False,,
105.0,6,77.0,2.4838709677419355,7.288180943952296,6,103.0,0.3695256486882313,6,103.0,False,,
110.0,12,121.0,4.033333333333333,6.34913924785459,12,137.0,0.3474891124569426,12,137.0,False,,
115.0,12,74.0,2.3125,6.468053025723915,12,142.0,0.34206029689113854,12,142.0,False,,
120.0,14,140.0,4.516129032258065,6.298960716259702,14,156.0,0.28541597334483015,14,156.0,False,,
125.0,14,108.0,3.375,4.959687591623298,14,176.0,0.19286221971484388,14,176.0,False,,
130.0,6,38.0,1.2258064516129032,6.518356505945072,6,158.0,0.3087695131315249,6,158.0,False,,
135.0,6,53.0,1.65625,8.461480262080343,6,97.0,0.3965468972423872,6,97.0,False,,
140.0,4,34.0,1.1724137931034482,7.590493669161533,4,89.0,0.40382969254298845,4,89.0,False,,
145.0,10,68.0,2.2666666666666666,6.58258211504148,10,112.0,0.3106872568040373,10,112.0,False,,
150.0,12,76.0,2.235294117647059,7.0971171704935685,12,120.0,0.4216121774999388,12,120.0,False,,
155.0,15,147.0,4.9,5.082671575484876,15,191.0,0.26843943021196226,15,191.0,False,,
160.0,16,128.0,3.764705882352941,4.476687616425731,16,216.0,0.21039651240075335,16,216.0,False,,
165.0,12,70.0,2.1875,4.9070947827419715,12,193.0,0.16757342138853273,12,193.0,False,,
170.0,7,70.0,1.9444444444444444,7.747331942405576,7,146.0,0.3674313539128786,7,146.0,False,,
175.0,8,78.0,2.6,6.2136643344024725,8,154.0,0.29591400034130505,8,154.0,False,,
180.0,15,138.0,4.6,3.90530781672822,15,214.0,0.17857351846410674,15,214.0,False,,
