step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,TimeLimit.truncated,episode,terminal_observation
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,,,
5.0,0,0.0,0.0,12.751144279507512,0,0.0,0.9121255494877336,0,0.0,False,,
10.0,0,0.0,0.0,12.231951732972513,0,0.0,0.8749899166817269,0,0.0,False,,
15.0,4,4.0,0.2222222222222222,7.247121028370007,4,4.0,0.43419904787221236,4,4.0,False,,
20.0,7,37.0,2.0555555555555554,7.901044881600238,7,37.0,0.41271474594089674,7,37.0,False,,
25.0,6,43.0,1.8695652173913044,6.973250457977442,6,51.0,0.3836193217098813,6,51.0,False,,
30.0,6,73.0,3.8421052631578947,8.297209053767274,6,73.0,0.43565245421506993,6,73.0,False,,
35.0,3,40.0,1.7391304347826086,8.626289516118929,3,58.0,0.43564604185648137,3,58.0,False,,
40.0,5,63.0,2.739130434782609,9.41719873781933,5,63.0,0.5988369999635484,5,63.0,False,,
45.0,4,31.0,1.24,8.588607357045417,4,31.0,0.5425417970076362,4,31.0,False,,
50.0,7,65.0,2.8260869565217392,6.014314929403722,7,65.0,0.33253948993388915,7,65.0,False,,
55.0,9,38.0,1.52,4.689271732454092,9,82.0,0.2818755517813557,9,82.0,False,,
60.0,6,55.0,2.391304347826087,5.872526832400761,6,70.0,0.2916133436385599,6,70.0,False,,
65.0,8,93.0,3.206896551724138,9.206251927662898,8,93.0,0.4534507388909213,8,93.0,False,,
70.0,5,78.0,3.12,7.978078651127334,5,92.0,0.3928287071048087,5,92.0,False,,
75.0,8,112.0,3.6129032258064515,8.0247409901536,8,112.0,0.4861101334586634,8,112.0,False,,
80.0,5,119.0,4.103448275862069,8.47626498070866,5,135.0,0.5568810386325816,5,135.0,False,,
85.0,5,137.0,4.419354838709677,7.2685331479638835,5,140.0,0.40396327225792544,5,140.0,False,,
90.0,8,24.0,0.8275862068965517,6.30116924458473,8,107.0,0.2840312642490877,8,107.0,False,,
95.0,8,58.0,2.0714285714285716,6.972559494291851,8,67.0,0.3515346220662574,8,67.0,False,,
100.0,9,67.0,2.392857142857143,6.023996217600841,9,91.0,0.2908340021864351,9,91.0,False,,
105.0,8,103.0,3.6785714285714284,7.339008924382555,8,114.0,0.4054025358307565,8,114.0,False,,
110.0,9,103.0,3.21875,7.436095011937505,9,110.0,0.42324966282521376,9,110.0,False,,
115.0,13,164.0,5.466666666666667,5.807541368046837,13,171.0,0.3295987526345426,13,171.0,False,,
120.0,13,184.0,6.344827586206897,4.1829626119125844,13,219.0,0.24797460651352174,13,219.0,False,,
125.0,13,232.0,7.483870967741935,5.556330669544963,13,247.0,0.28701635869905506,13,247.0,False,,
130.0,10,117.0,3.5454545454545454,5.460286646311091,10,225.0,0.22473556108589796,10,225.0,False,,
135.0,12,150.0,4.838709677419355,6.119640623216699,12,183.0,0.3262741085570324,12,183.0,False,,
140.0,14,169.0,5.28125,5.178642518975407,14,227.0,0.25545863336753927,14,227.0,False,,
145.0,11,213.0,6.085714285714285,6.52195993424363,11,250.0,0.3564490463061778,11,250.0,False,,
150.0,10,71.0,1.868421052631579,6.774471746794509,10,202.0,0.39829945031824815,10,202.0,False,,
155.0,14,134.0,3.9411764705882355,5.62791213662275,14,165.0,0.25714970090811196,14,165.0,False,,
160.0,17,155.0,4.078947368421052,4.951781714341401,17,217.0,0.20735736102424687,17,217.0,False,,
165.0,13,193.0,5.848484848484849,4.568955754856365,13,240.0,0.15681694600296522,13,240.0,False,,
