step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,TimeLimit.truncated,episode,terminal_observation
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,,,
5.0,0,0.0,0.0,12.845992408113135,0,0.0,0.9315694945309846,0,0.0,False,,
10.0,0,0.0,0.0,12.4768701236046,0,0.0,0.9100024555242722,0,0.0,False,,
15.0,5,9.0,0.5,6.56758053756197,5,9.0,0.4464293353299238,5,9.0,False,,
20.0,8,44.0,2.4444444444444446,6.621156395282039,8,44.0,0.3836563087826147,8,44.0,False,,
25.0,5,49.0,2.130434782608696,5.867924504568748,5,63.0,0.3834799189572979,5,63.0,False,,
30.0,6,76.0,3.619047619047619,7.8861956616125735,6,77.0,0.47446717364016033,6,77.0,False,,
35.0,4,46.0,1.9166666666666667,6.652749631893388,4,61.0,0.34283997500171703,4,61.0,False,,
40.0,8,80.0,3.076923076923077,8.602897669460686,8,81.0,0.5004030745327747,8,81.0,False,,
45.0,8,60.0,2.142857142857143,7.690913217690138,8,61.0,0.42495345273117324,8,61.0,False,,
50.0,14,116.0,4.461538461538462,4.733541215822919,14,117.0,0.24011750358903025,14,117.0,False,,
55.0,11,82.0,2.9285714285714284,4.2595305115464095,11,150.0,0.25116177880565566,11,150.0,False,,
60.0,6,66.0,2.5384615384615383,5.6465920084215675,6,123.0,0.3004710714840563,6,123.0,False,,
65.0,8,50.0,1.5625,5.950225158665331,8,133.0,0.3182789266077796,8,133.0,False,,
70.0,14,106.0,3.6551724137931036,5.262453717841066,14,163.0,0.19924874744055251,14,163.0,False,,
75.0,16,126.0,3.3157894736842106,5.7199671825788805,16,195.0,0.3380656770498095,16,195.0,False,,
80.0,6,116.0,3.411764705882353,7.163666131087512,6,181.0,0.45791615875153263,6,181.0,False,,
85.0,14,162.0,4.05,5.961853227757275,14,227.0,0.29238752862637857,14,227.0,False,,
90.0,22,259.0,7.0,3.4660275968597194,22,324.0,0.1358911851746289,22,324.0,False,,
95.0,21,312.0,8.432432432432432,2.1833707515335345,21,398.0,0.11812227516249006,21,398.0,False,,
100.0,16,344.0,9.052631578947368,4.0062602284932085,16,430.0,0.18221541947345704,16,430.0,False,,
105.0,10,144.0,3.4285714285714284,4.575539788975634,10,388.0,0.2108953311067393,10,388.0,False,,
110.0,12,135.0,3.0681818181818183,5.280368206136277,12,298.0,0.2777948562224251,12,298.0,False,,
115.0,18,106.0,2.409090909090909,4.626966110131307,18,322.0,0.2328795150424337,18,322.0,False,,
120.0,26,228.0,5.181818181818182,4.307322699735398,26,391.0,0.1374692173244864,26,391.0,False,,
125.0,27,254.0,5.7727272727272725,3.9281881911284104,27,463.0,0.12675474974148718,27,463.0,False,,
130.0,17,199.0,4.853658536585366,4.017203508137554,17,408.0,0.09401435435820638,17,408.0,False,,
135.0,15,179.0,4.162790697674419,6.292784088987225,15,409.0,0.2558098708232706,15,409.0,False,,
140.0,11,224.0,5.463414634146342,7.1839749392148775,11,376.0,0.27614632164646025,11,376.0,False,,
145.0,13,283.0,7.075,8.31350268197443,13,382.0,0.4663220513135727,13,382.0,False,,
150.0,9,143.0,3.4878048780487805,7.420735080995475,9,318.0,0.43445912512307133,9,318.0,False,,
155.0,8,60.0,1.6666666666666667,5.622870398093697,8,202.0,0.27601154951941576,8,202.0,False,,
