step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,TimeLimit.truncated,episode,terminal_observation
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,,,
5.0,0,0.0,0.0,12.18676562640782,0,0.0,0.8700308972147122,0,0.0,False,,
10.0,0,0.0,0.0,12.430350486969603,0,0.0,0.8908440614692653,0,0.0,False,,
15.0,4,8.0,0.4444444444444444,5.792017538572895,4,8.0,0.35582611832789013,4,8.0,False,,
20.0,10,53.0,2.9444444444444446,5.830595854361047,10,53.0,0.3354879383709778,10,53.0,False,,
25.0,6,67.0,3.0454545454545454,4.758936152993951,6,80.0,0.3242678214751916,6,80.0,False,,
30.0,8,107.0,4.863636363636363,7.001310509863663,8,107.0,0.3720804022215357,8,107.0,False,,
35.0,9,132.0,5.076923076923077,6.250147804138086,9,132.0,0.2762947696452358,9,132.0,False,,
40.0,12,186.0,6.642857142857143,7.177733986546156,12,186.0,0.3728185781743566,12,186.0,False,,
45.0,10,128.0,4.266666666666667,6.74506670517902,10,183.0,0.39299105381312666,10,183.0,False,,
50.0,12,188.0,6.714285714285714,6.311071148191287,12,188.0,0.250238798573747,12,188.0,False,,
55.0,10,141.0,4.40625,6.498808496974494,10,210.0,0.2716841311714629,10,210.0,False,,
60.0,4,114.0,4.384615384615385,7.161136751231236,4,148.0,0.2734674651984032,4,148.0,False,,
65.0,4,106.0,3.6551724137931036,7.660008528258427,4,143.0,0.3908398384112165,4,143.0,False,,
70.0,10,138.0,5.75,6.129200447742126,10,172.0,0.26889483059331454,10,172.0,False,,
75.0,9,146.0,4.294117647058823,6.651786556322831,9,182.0,0.4093298762694346,9,182.0,False,,
80.0,3,141.0,4.7,9.052857183287227,3,169.0,0.5738116960013652,3,169.0,False,,
85.0,3,14.0,0.4,7.739157344736243,3,30.0,0.4339606074564272,3,30.0,False,,
90.0,13,64.0,2.206896551724138,5.134536300654626,13,80.0,0.22945008787047902,13,80.0,False,,
95.0,12,90.0,2.903225806451613,4.63787060564346,12,126.0,0.22741422863066293,12,126.0,False,,
100.0,8,111.0,3.8275862068965516,5.935146670829144,8,139.0,0.30474721474653327,8,139.0,False,,
105.0,9,155.0,4.696969696969697,7.756609154923997,9,160.0,0.33658855572131813,9,160.0,False,,
110.0,4,92.0,2.787878787878788,6.867664051363247,4,140.0,0.4064590783945551,4,140.0,False,,
115.0,10,132.0,4.258064516129032,7.456813383667841,10,137.0,0.4335256311904837,10,137.0,False,,
120.0,9,146.0,4.709677419354839,5.678876797595543,9,170.0,0.2942987430235711,9,170.0,False,,
125.0,10,177.0,5.53125,6.035332097455808,10,189.0,0.2895666178730334,10,189.0,False,,
130.0,7,49.0,1.5806451612903225,5.817785006857261,7,156.0,0.2835482845995787,7,156.0,False,,
135.0,13,81.0,2.7,5.708477519912411,13,102.0,0.253675432986142,13,102.0,False,,
140.0,11,94.0,3.032258064516129,6.317489118531542,11,129.0,0.28385797851191374,11,129.0,False,,
145.0,6,100.0,3.125,6.96745097847906,6,128.0,0.3546940483921822,6,128.0,False,,
150.0,10,142.0,4.057142857142857,7.37974858079168,10,170.0,0.434083643731603,10,170.0,False,,
155.0,15,206.0,6.4375,3.405673928672274,15,234.0,0.1616804341233883,15,234.0,False,,
160.0,21,253.0,7.228571428571429,3.1137101065771042,21,299.0,0.188956435383905,21,299.0,False,,
165.0,14,295.0,8.428571428571429,4.1579594671129065,14,335.0,0.14912419901249221,14,335.0,False,,
170.0,12,122.0,3.05,5.4294958559613065,12,299.0,0.2706441548976333,12,299.0,False,,
175.0,13,116.0,3.3142857142857145,4.520628993369432,13,212.0,0.19061410805242066,13,212.0,False,,
180.0,15,144.0,3.891891891891892,4.1214891752209475,15,258.0,0.16375358639320706,15,258.0,False,,
185.0,14,177.0,4.425,5.66111555506092,14,285.0,0.2738995988340671,14,285.0,False,,
190.0,6,170.0,4.146341463414634,6.5391960666753866,6,257.0,0.3558476867251025,6,257.0,False,,
195.0,15,215.0,5.8108108108108105,4.802064116124925,15,257.0,0.2035753346745604,15,257.0,False,,
200.0,16,124.0,3.1794871794871793,4.648238533150031,16,258.0,0.20402776850966398,16,258.0,False,,
205.0,18,201.0,5.2894736842105265,4.769533909166014,18,253.0,0.15666788089022451,18,253.0,False,,
210.0,18,198.0,5.2105263157894735,5.386013437470221,18,296.0,0.21687233736791933,18,296.0,False,,
215.0,8,131.0,3.8529411764705883,5.496106404454567,8,254.0,0.16739280578602364,8,254.0,False,,
