step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,TimeLimit.truncated,episode,terminal_observation
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,,,
5.0,0,0.0,0.0,13.546803512972126,0,0.0,0.9659158127805374,0,0.0,False,,
10.0,0,0.0,0.0,10.995316453033126,0,0.0,0.8015423286021551,0,0.0,False,,
15.0,5,9.0,0.5,7.18228870107451,5,9.0,0.41034016736339746,5,9.0,False,,
20.0,8,47.0,2.611111111111111,7.232755091347499,8,47.0,0.40753102777441175,8,47.0,False,,
25.0,6,49.0,2.130434782608696,6.357423351107484,6,63.0,0.3892813380107981,6,63.0,False,,
30.0,9,91.0,4.55,6.908485562535215,9,91.0,0.37286452686383764,9,91.0,False,,
35.0,6,109.0,4.739130434782608,6.580847843143245,6,117.0,0.35839949379050606,6,117.0,False,,
40.0,8,144.0,5.538461538461538,8.485876511707547,8,144.0,0.49683353418955306,8,144.0,False,,
45.0,3,66.0,2.2758620689655173,8.701719612323654,3,117.0,0.5420481700659441,3,117.0,False,,
50.0,6,94.0,3.76,7.752940760884963,6,94.0,0.37971006315777645,6,94.0,False,,
55.0,10,57.0,2.0357142857142856,6.409534241198222,10,57.0,0.2828985342445124,10,57.0,False,,
60.0,12,116.0,4.833333333333333,5.636503102503213,12,116.0,0.25137237863631395,12,116.0,False,,
65.0,10,84.0,3.230769230769231,4.973067140264963,10,138.0,0.2808343281243463,10,138.0,False,,
70.0,6,93.0,3.875,7.163909273011946,6,107.0,0.38317818879192866,6,107.0,False,,
75.0,7,124.0,3.4444444444444446,9.488206591397688,7,124.0,0.528952912745731,7,124.0,False,,
80.0,6,50.0,1.6666666666666667,8.387713815662597,6,103.0,0.5109805398589122,6,103.0,False,,
85.0,10,91.0,2.757575757575758,7.219455741695194,10,91.0,0.3645201322608416,10,91.0,False,,
90.0,10,115.0,3.8333333333333335,6.840029569531257,10,134.0,0.31679566718488056,10,134.0,False,,
95.0,8,152.0,5.241379310344827,7.128782191259128,8,155.0,0.32440080341156924,8,155.0,False,,
100.0,10,198.0,7.071428571428571,8.858895474650325,10,198.0,0.3665898157174821,10,198.0,False,,
105.0,4,56.0,2.0,8.084051249943643,4,155.0,0.42213478863424986,4,155.0,False,,
110.0,6,60.0,2.142857142857143,8.714847280828216,6,77.0,0.5339994830334764,6,77.0,False,,
115.0,6,90.0,3.2142857142857144,8.453758885978207,6,90.0,0.4666199833716804,6,90.0,False,,
120.0,8,64.0,2.3703703703703702,7.39329353258027,8,64.0,0.42938369386953973,8,64.0,False,,
125.0,12,110.0,4.4,4.555376560025991,12,110.0,0.2472914172391851,12,110.0,False,,
130.0,12,71.0,2.730769230769231,4.406042026769423,12,137.0,0.2572503407966908,12,137.0,False,,
135.0,8,68.0,2.4285714285714284,5.983843816315102,8,110.0,0.32952527127492975,8,110.0,False,,
140.0,8,108.0,3.6,8.523763606969785,8,108.0,0.410185397916602,8,108.0,False,,
145.0,6,87.0,2.806451612903226,7.153076269339688,6,106.0,0.38813580601924386,6,106.0,False,,
150.0,11,129.0,3.909090909090909,8.023202311949376,11,129.0,0.477740150017759,11,129.0,False,,
155.0,6,134.0,4.466666666666667,5.961471881256115,6,159.0,0.3012128183843872,6,159.0,False,,
160.0,11,158.0,4.9375,6.265281865065434,11,169.0,0.313758551154966,11,169.0,False,,
165.0,9,43.0,1.4333333333333333,5.18957868419725,9,143.0,0.2245620939151274,9,143.0,False,,
170.0,13,82.0,2.484848484848485,5.763408860313503,13,104.0,0.25598419693047186,13,104.0,False,,
175.0,12,106.0,3.533333333333333,4.840271065631042,12,147.0,0.17832006352965982,12,147.0,False,,
180.0,8,122.0,4.206896551724138,6.386030168998907,8,160.0,0.2964148817436356,8,160.0,False,,
185.0,9,116.0,3.515151515151515,6.2033782468103364,9,148.0,0.32099466796592047,9,148.0,False,,
190.0,17,183.0,5.545454545454546,5.0111603528970985,17,215.0,0.2798890934077644,17,215.0,False,,
195.0,17,231.0,7.0,3.229809858981725,17,277.0,0.17658973417701548,17,277.0,False,,
200.0,14,271.0,7.742857142857143,4.8180549812173625,14,315.0,0.24439524802255194,14,315.0,False,,
205.0,11,136.0,3.675675675675676,4.588813812692734,11,292.0,0.1953609474271566,11,292.0,False,,
210.0,14,168.0,4.666666666666667,4.865543703960688,14,240.0,0.23208695598709617,14,240.0,False,,
215.0,15,200.0,5.714285714285714,3.955109473868196,15,289.0,0.13034505736242294,15,289.0,False,,
220.0,13,227.0,5.27906976744186,6.463908049608803,13,309.0,0.3729484089948107,13,309.0,False,,
225.0,9,66.0,1.6097560975609757,6.503880717824682,9,249.0,0.3598646924221214,9,249.0,False,,
230.0,15,126.0,3.073170731707317,4.5653035618344395,15,194.0,0.22723469816252248,15,194.0,False,,
235.0,19,167.0,4.175,4.254365006486464,19,253.0,0.1561889031581007,19,253.0,False,,
240.0,15,211.0,5.275,4.5554591518951115,15,289.0,0.16958599956470524,15,289.0,False,,
245.0,16,258.0,6.615384615384615,4.143069475344569,16,341.0,0.16708330860009812,16,341.0,False,,
250.0,22,355.0,9.102564102564102,2.987618034404943,22,438.0,0.13456204579748032,22,438.0,False,,
255.0,24,426.0,9.906976744186046,3.2246366488200753,24,525.0,0.1898050437996076,24,525.0,False,,
260.0,19,474.0,10.533333333333333,5.054070003272836,19,570.0,0.28777453212376475,19,570.0,False,,
265.0,14,247.0,5.369565217391305,4.782853106029195,14,503.0,0.22998809767200395,14,503.0,False,,
270.0,12,143.0,3.108695652173913,5.302889583559025,12,370.0,0.2626507062607211,12,370.0,False,,
275.0,20,234.0,5.441860465116279,5.022181789188879,20,308.0,0.16934705948351014,20,308.0,False,,
280.0,22,271.0,6.022222222222222,4.251903126294867,22,374.0,0.1727339137321339,22,374.0,False,,
285.0,15,274.0,6.682926829268292,4.929690976125249,15,382.0,0.17640562641723181,15,382.0,False,,
290.0,14,310.0,6.595744680851064,7.339573797578322,14,390.0,0.39961531617426965,14,390.0,False,,
295.0,8,298.0,6.7727272727272725,6.7523635423125405,8,408.0,0.3959182596239502,8,408.0,False,,
300.0,15,358.0,8.95,4.4480536920550575,15,430.0,0.20742958441942427,15,430.0,False,,
305.0,20,410.0,9.534883720930232,4.156977281657928,20,488.0,0.17564124815579327,20,488.0,False,,
310.0,16,460.0,10.952380952380953,5.048968607281564,16,506.0,0.19076524704828984,16,506.0,False,,
315.0,11,146.0,3.4761904761904763,5.072009085910366,11,416.0,0.23154154180732645,11,416.0,False,,
320.0,14,94.0,2.41025641025641,5.221394281489844,14,257.0,0.23524957547938657,14,257.0,False,,
325.0,15,116.0,2.697674418604651,5.06345281008394,15,243.0,0.23316858348389347,15,243.0,False,,
330.0,14,145.0,3.5365853658536586,5.3312707508464054,14,267.0,0.2409208508298943,14,267.0,False,,
335.0,13,142.0,3.380952380952381,4.785325201583265,13,274.0,0.22667602062683823,13,274.0,False,,
340.0,23,239.0,6.128205128205129,2.207267772976251,23,371.0,0.09624807676602026,23,371.0,False,,
