step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,TimeLimit.truncated,episode,terminal_observation
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,,,
5.0,0,0.0,0.0,13.856029368950862,0,0.0,0.976582451248951,0,0.0,False,,
10.0,0,0.0,0.0,12.355206190912218,0,0.0,0.8776997509521555,0,0.0,False,,
15.0,4,7.0,0.3888888888888889,7.298760766431554,4,7.0,0.4105499018327259,4,7.0,False,,
20.0,6,31.0,1.7222222222222223,7.689432051920751,6,31.0,0.44594855566824004,6,31.0,False,,
25.0,7,62.0,2.9523809523809526,7.425598706292737,7,62.0,0.4138053943419651,7,62.0,False,,
30.0,8,76.0,3.8,7.162975481822798,8,76.0,0.40724910777891893,8,76.0,False,,
35.0,9,119.0,5.666666666666667,5.2985101239660635,9,119.0,0.27244355724828356,9,119.0,False,,
40.0,8,114.0,4.384615384615385,6.100603819885852,8,147.0,0.3962825309446897,8,147.0,False,,
45.0,6,135.0,4.821428571428571,8.309531533388979,6,144.0,0.5353969069472276,6,144.0,False,,
50.0,8,169.0,5.633333333333334,7.768012206246673,8,169.0,0.3348831389509006,8,169.0,False,,
55.0,8,181.0,5.838709677419355,6.877172543937534,8,186.0,0.3521929325284478,8,186.0,False,,
60.0,12,230.0,9.583333333333334,6.303779184089376,12,230.0,0.2800080568703494,12,230.0,False,,
65.0,8,261.0,9.321428571428571,6.646637881954864,8,269.0,0.35354647806897804,8,269.0,False,,
70.0,8,301.0,12.04,8.083206247433527,8,301.0,0.40807612102585694,8,301.0,False,,
75.0,4,52.0,1.5294117647058822,8.452136940845252,4,218.0,0.5000090909238418,4,218.0,False,,
80.0,6,30.0,1.0,9.657766653840051,6,78.0,0.5822988392737182,6,78.0,False,,
85.0,6,60.0,1.875,8.161786830873234,6,60.0,0.4046848932771707,6,60.0,False,,
90.0,8,55.0,1.9642857142857142,7.680465481013457,8,81.0,0.3567004043803152,8,81.0,False,,
95.0,6,81.0,3.24,7.304062606597963,6,85.0,0.3696055227398423,6,85.0,False,,
100.0,4,32.0,1.2307692307692308,7.62370593365333,4,60.0,0.38942822924310316,4,60.0,False,,
