step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,TimeLimit.truncated,episode,terminal_observation
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,,,
5.0,0,0.0,0.0,11.841490076697973,0,0.0,0.8881864053489098,0,0.0,False,,
10.0,0,0.0,0.0,11.855224723459827,0,0.0,0.893110501533113,0,0.0,False,,
15.0,4,7.0,0.3888888888888889,7.543919488095759,4,7.0,0.45152529918143525,4,7.0,False,,
20.0,5,20.0,1.1111111111111112,7.04698001562547,5,25.0,0.4250278731295723,5,25.0,False,,
25.0,7,48.0,2.0869565217391304,6.988556228913913,7,48.0,0.3448215520077567,7,48.0,False,,
30.0,6,70.0,3.3333333333333335,7.062109362625646,6,79.0,0.38561486813987383,6,79.0,False,,
35.0,6,100.0,4.761904761904762,7.082128235607208,6,100.0,0.3704472246107249,6,100.0,False,,
40.0,4,55.0,2.037037037037037,8.566822695242097,4,88.0,0.5152004318137201,4,88.0,False,,
45.0,6,77.0,2.8518518518518516,8.416501794446585,6,77.0,0.49064666838119386,6,77.0,False,,
50.0,3,74.0,2.8461538461538463,7.355951309774036,3,91.0,0.3840971354144173,3,91.0,False,,
55.0,8,104.0,4.0,8.32956668491888,8,108.0,0.41865699325243244,8,108.0,False,,
60.0,5,111.0,4.625,7.642458388479983,5,123.0,0.3037863495183674,5,123.0,False,,
65.0,9,153.0,5.884615384615385,7.490463659806698,9,153.0,0.33840790734280435,9,153.0,False,,
70.0,7,174.0,7.909090909090909,6.080728308785472,7,188.0,0.3057227713625777,7,188.0,False,,
75.0,7,203.0,6.766666666666667,8.109722917399926,7,208.0,0.5211196788739066,7,208.0,False,,
80.0,2,130.0,4.333333333333333,9.438817193498945,2,178.0,0.578094515485307,2,178.0,False,,
85.0,4,149.0,4.966666666666667,8.25019927513538,4,149.0,0.5177272086999294,4,149.0,False,,
90.0,8,36.0,1.2857142857142858,7.088780366444337,8,41.0,0.3481961395331741,8,41.0,False,,
95.0,11,87.0,3.2222222222222223,6.060339572235813,11,87.0,0.29580968493283905,11,87.0,False,,
100.0,10,74.0,2.8461538461538463,5.399377790419424,10,116.0,0.30196199821903186,10,116.0,False,,
105.0,6,81.0,3.1153846153846154,6.851343263701854,6,107.0,0.410608661330553,6,107.0,False,,
110.0,6,111.0,3.46875,9.155206954573966,6,111.0,0.5209570520558218,6,111.0,False,,
115.0,4,108.0,3.6,8.335169832374005,4,112.0,0.5323083907386418,4,112.0,False,,
120.0,9,142.0,5.461538461538462,6.269553156139596,9,142.0,0.31313524260103953,9,142.0,False,,
125.0,9,167.0,5.964285714285714,6.178178910179847,9,182.0,0.32256818102540874,9,182.0,False,,
130.0,8,201.0,7.178571428571429,7.7795583640671975,8,207.0,0.3980287005190014,8,207.0,False,,
135.0,3,25.0,0.8928571428571429,7.933126242771709,3,140.0,0.42382326362979444,3,140.0,False,,
140.0,7,23.0,0.92,8.024154104235397,7,47.0,0.4069392087000673,7,47.0,False,,
145.0,6,34.0,1.2142857142857142,7.117787141022604,6,72.0,0.4107577536573516,6,72.0,False,,
150.0,6,57.0,1.9,8.996704491013906,6,89.0,0.5625664228387638,6,89.0,False,,
