step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,TimeLimit.truncated,episode,terminal_observation
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,,,
5.0,0,0.0,0.0,13.598212969387369,0,0.0,0.9508228586246799,0,0.0,False,,
10.0,0,0.0,0.0,11.974054327406064,0,0.0,0.8478124176236558,0,0.0,False,,
15.0,3,6.0,0.3333333333333333,5.25645205271295,3,6.0,0.3569820352837065,3,6.0,False,,
20.0,10,52.0,2.888888888888889,5.875274191547683,10,52.0,0.3402026305883946,10,52.0,False,,
25.0,6,66.0,3.0,4.8222563106622784,6,78.0,0.25027680552101234,6,78.0,False,,
30.0,8,104.0,4.7272727272727275,7.515522286431312,8,104.0,0.40499907276434416,8,104.0,False,,
35.0,4,84.0,3.230769230769231,7.969568997106013,4,98.0,0.4025439883692679,4,98.0,False,,
40.0,8,116.0,4.296296296296297,8.690176935884514,8,116.0,0.45643819740987523,8,116.0,False,,
45.0,6,127.0,4.535714285714286,7.6546599560989375,6,141.0,0.4514412741131616,6,141.0,False,,
50.0,5,146.0,5.615384615384615,7.704724362445031,5,149.0,0.4181241475854222,5,149.0,False,,
55.0,4,16.0,0.5714285714285714,8.157603268441564,4,102.0,0.4266590489378792,4,102.0,False,,
60.0,6,28.0,1.2727272727272727,7.487511462174055,6,36.0,0.3353933962769763,6,36.0,False,,
65.0,6,45.0,1.7307692307692308,6.715685356762075,6,62.0,0.35513031937201744,6,62.0,False,,
70.0,6,75.0,3.5714285714285716,7.977041833506289,6,83.0,0.47331877823565327,6,83.0,False,,
75.0,2,28.0,0.875,9.193635081686736,2,62.0,0.5829668621463362,2,62.0,False,,
80.0,6,50.0,1.7857142857142858,9.957988180049778,6,58.0,0.618140333395401,6,58.0,False,,
85.0,2,48.0,1.6,6.627753624687235,2,66.0,0.38403360057062597,2,66.0,False,,
90.0,10,88.0,3.259259259259259,7.648974363513044,10,96.0,0.3553496639426963,10,96.0,False,,
95.0,4,34.0,1.2142857142857142,7.731635276201201,4,64.0,0.41440873457246996,4,64.0,False,,
100.0,10,69.0,2.76,7.640121953328338,10,69.0,0.3541919943950908,10,69.0,False,,
105.0,6,90.0,3.6,7.0159469876320255,6,99.0,0.4120068562090994,6,99.0,False,,
