step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,TimeLimit.truncated,episode,terminal_observation
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,,,
5.0,0,0.0,0.0,12.3269579339215,0,0.0,0.8708551135363222,0,0.0,False,,
10.0,0,0.0,0.0,11.94010640138952,0,0.0,0.8478890738593385,0,0.0,False,,
15.0,2,2.0,0.1111111111111111,7.727880566583895,2,2.0,0.44876125591462296,2,2.0,False,,
20.0,7,31.0,1.7222222222222223,7.620633097067535,7,31.0,0.3878408690800053,7,31.0,False,,
25.0,4,41.0,1.8636363636363635,6.601762826371149,4,48.0,0.3891314643678704,4,48.0,False,,
30.0,6,71.0,3.736842105263158,7.981454968288955,6,71.0,0.44457822819862436,6,71.0,False,,
35.0,4,46.0,2.0,7.137972072154708,4,62.0,0.33929375384217625,4,62.0,False,,
40.0,7,77.0,3.08,8.179259061418541,7,77.0,0.4797375977495322,7,77.0,False,,
45.0,7,54.0,2.0,7.823909265633647,7,54.0,0.4708748417495462,7,54.0,False,,
50.0,9,98.0,3.769230769230769,5.862139461704972,9,98.0,0.29155847829913467,9,98.0,False,,
55.0,11,58.0,2.1481481481481484,4.702578587516161,11,120.0,0.2639300652218205,11,120.0,False,,
60.0,6,49.0,1.96,5.583006568176067,6,96.0,0.2567832945303351,6,96.0,False,,
65.0,8,85.0,2.7419354838709675,8.863677765370639,8,90.0,0.42105780406249305,8,90.0,False,,
70.0,6,73.0,2.8076923076923075,7.5000219408117,6,90.0,0.3666759972007023,6,90.0,False,,
75.0,10,113.0,3.4242424242424243,7.799394614281742,10,118.0,0.4608670720780663,10,118.0,False,,
80.0,9,63.0,2.032258064516129,7.808304454799968,9,118.0,0.47321905323171165,9,118.0,False,,
85.0,12,112.0,3.2941176470588234,6.987281605438452,12,117.0,0.3488982127703363,12,117.0,False,,
90.0,11,78.0,2.4375,6.559841651898969,11,142.0,0.2590318527409292,11,142.0,False,,
